time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-1.76430343416e-07,6.92916940807e-07,10.0031053244,0.000548285920078,0.000181525667076,0.0,-1.58009560123e-05,5.57270388169e-05,0.103506293246,0.0230045633022,0.00847772509552,0.0,437.89635421084006,438.6008318378254,436.8153960460309,438.7291663441489
0.12000000000000001,-6.52195172491e-06,1.99698563636e-05,10.0115526926,0.00161139049064,0.000460971536593,0.0,-0.000235776016847,0.000709748692284,0.17806320256,0.00420011949238,-0.00435618125646,0.0,429.14943417755654,428.0588209150459,429.7326464744606,428.13594372772786
0.18,-2.91157266424e-05,9.59986805067e-05,10.0243492196,0.00129122580224,0.00048527294536,0.0,-0.000507124459472,0.00183922836372,0.248474406519,-0.0428756317659,0.00854173767137,0.0,427.3924528539075,428.49014542361283,428.96657873605454,424.950868400884
0.23999999999999996,-7.39399835838e-05,0.000225874729294,10.0455096466,6.2819446246,0.00139235860603,0.0,-0.0010737022443,0.0021886586511,0.456812606304,-0.040877790799,0.0257909783112,0.0,469.37725365172565,470.7136812362064,470.0987087723348,470.25260411252737
0.3,-0.000177393649543,0.000318576488449,10.0785676104,6.28009730339,0.00276858794358,0.0,-0.00254364820814,0.000660158631782,0.645030996369,-0.01583846508,0.0165128009917,0.0,465.151479856575,464.4244523303927,462.8173836503231,464.7832598662779
0.36000000000000004,-0.00039263721273,0.000288771454129,10.1208532204,6.27900366648,0.00347736026276,0.0,-0.00472237259906,-0.00176008747962,0.764415948161,-0.0234927876458,0.000193852106782,0.0,443.9765223624976,442.63567280261697,443.92272108808595,443.2943320410996
0.4200000000000001,-0.00074452020543,9.56442990165e-05,10.1687826308,6.27770878831,0.00330614864756,0.0,-0.00699993339829,-0.00480870695464,0.833182472252,-0.0180092843924,-0.00977721320037,0.0,427.51090579215196,426.66062686621194,427.66162294591334,428.1283406488847
0.48000000000000015,-0.0012177591581,-0.000286252979062,10.2176507142,6.27712800571,0.00311987061966,0.0,-0.00874530856238,-0.00798612356881,0.79578049563,0.00322263513901,0.00769661489675,0.0,391.45437825029165,393.07688313390537,389.9694705108602,391.9475254432081
0.5400000000000001,-0.00179976439472,-0.000872720920038,10.2655457054,6.2770947939,0.00381857149958,0.0,-0.0107067455881,-0.0115545753746,0.800715579401,-0.00944331123586,0.0185585330194,0.0,405.0997198982499,406.07502715451693,407.5465191513213,406.41301692085983
0.6000000000000002,-0.00253070056683,-0.00170246906081,10.3179437042,6.27636908989,0.00462012732842,0.0,-0.0137644972425,-0.0161725796606,0.945774301498,-0.0180100608356,0.000131219950286,0.0,453.41478797472644,451.9320373372019,450.9640034213492,450.27169976533776
0.6600000000000003,-0.00344834788728,-0.00281162670289,10.3768898486,6.27574960452,0.00462336238616,0.0,-0.0168240125326,-0.0208790591902,1.01903376028,0.00178148737824,-0.000101150855401,0.0,429.2984168800696,429.2787004939938,428.3892330504517,430.06873486132866
0.7200000000000003,-0.00455248517985,-0.00421633263675,10.4408784227,6.27597727935,0.0044211723611,0.0,-0.0199706114218,-0.0259266337765,1.11383090877,0.00754424553033,-0.0108748973994,0.0,436.5481307599402,435.6483799669288,436.2872720106418,436.76802973567675
0.7800000000000004,-0.00584214898631,-0.00592347915078,10.5113142617,6.27637022977,0.00372923050401,0.0,-0.0229471484899,-0.0309329530898,1.23390876809,0.00448075173169,-0.0128808147768,0.0,444.26086922168764,444.0965069982279,444.91232351119515,444.6613553850443
0.8400000000000004,-0.00728977343097,-0.00791218268533,10.5873146374,6.27671197925,0.0033322096617,0.0,-0.0252522883337,-0.0353270383072,1.29936507275,0.00802158415365,0.00363715865821,0.0,427.191411105764,428.59753367008307,426.64119275532397,426.9432777372062
0.9000000000000005,-0.00887591962238,-0.010166289958,10.6686930016,6.27729553491,0.00328529752083,0.0,-0.0276297268931,-0.0397534694894,1.41311341726,0.0129335708111,-0.0115402172174,0.0,443.69356012260903,442.4459061423117,442.5832610489845,442.98719578247494
0.9600000000000005,-0.0106066374463,-0.0126838010553,10.7588783625,6.27827731007,0.00214717923294,0.0,-0.029964311369,-0.0440614261106,1.59283316575,0.0224643446789,-0.0411100686376,0.0,465.3852207022425,463.06510999132394,462.30193536921087,463.0521300203085
1.0200000000000005,-0.0124385543089,-0.015420901014,10.8568356689,6.27965464888,6.28240384639,0.0,-0.0308405452442,-0.0470399358949,1.67229840431,0.0239204716151,-0.0723228269795,0.0,433.5206275054132,430.8883128801269,433.43918502153394,433.5615886815997
1.0800000000000005,-0.0142566013028,-0.0183100685583,10.9599253112,6.28077430128,6.27780951843,0.0,-0.029313067556,-0.0491336356755,1.76388571081,0.00523201363386,-0.0868152237966,0.0,436.6448934633513,435.4294155769186,438.6933853916849,437.13892068862236
1.1400000000000006,-0.0158695238615,-0.021312013528,11.0711018344,6.2813309907,6.27237008214,0.0,-0.0238501975904,-0.0508799899686,1.94170977492,0.0163419685453,-0.0997237868681,0.0,464.2566815674237,463.23619693604206,463.6343524960862,464.5062386471181
1.2000000000000006,-0.0170458634773,-0.0244005325798,11.1913066992,6.28242539983,6.2662654268,0.0,-0.0147269780598,-0.0519607087603,2.0648971353,0.0217890172018,-0.106122959663,0.0,447.47695896201895,446.94683286513003,448.26881012290073,448.71113447295113
